Asia,Kuwait,208,250,201,250,409
Europe,Malta,206,242,196,242,402
Africa,Sao Tome and Principe,201,234,184,234,385
Oceania,Marshall Islands,207,256,223,256,430
Africa,Somalia,213,241,174,241,387
Oceania,Tuvalu,196,261,199,261,395
South America,Chile,209,243,215,243,424
North America,Puerto Rico,189,249,192,249,381
Asia,Tajikistan,220,245,182,245,402
North America,Martinique,192,249,204,249,396
North America,Cayman Islands,216,254,194,254,410
Europe,Isle of Man,198,243,178,243,376
Europe,Croatia,188,267,186,267,374
Africa,Burundi,204,235,203,235,407
Europe,Andorra,207,243,171,243,378
South America,Bolivia,192,264,188,264,380
Africa,Nigeria,199,257,168,257,367
Africa,Gabon,212,246,210,246,422
Europe,Italy,200,231,192,231,392
South America,Suriname,207,242,204,242,411
Europe,Lithuania,213,262,173,262,386
Europe,Norway,197,255,201,255,398
Asia,Turkmenistan,218,247,201,247,419
North America,Saint Pierre and Miquelon,209,247,205,247,414
Europe,Spain,226,259,188,259,414
North America,Cuba,212,232,207,232,419
Africa,Mauritania,212,220,174,220,386
Europe,Czechia,204,229,207,229,411
North America,Guadeloupe,209,244,184,244,393
Africa,Central African Republic,204,255,203,255,407
Europe,Denmark,195,244,218,244,413
Africa,Niger,217,256,173,256,390
Asia,Bangladesh,196,257,190,257,386
North America,Barbados,195,260,196,260,391
Asia,Iran,194,242,187,242,381
Europe,Ireland,197,265,180,265,377
Oceania,Pitcairn,191,266,191,266,382
Africa,Congo,207,256,189,256,396
Europe,Liechtenstein,216,241,184,241,400
Asia,Laos,210,257,194,257,404
Asia,Thailand,195,273,171,273,366
Asia,Bhutan,207,248,197,248,404
Europe,Monaco,184,215,170,215,354
Africa,Morocco,214,252,198,252,412
Africa,Cape Verde,207,238,191,238,398
North America,Panama,210,248,189,248,399
Asia,Hong Kong,202,253,192,253,394
Oceania,Nauru,183,257,202,257,385
Europe,Ukraine,183,264,187,264,370
South America,Venezuela,177,234,182,234,359
Europe,Iceland,206,249,191,249,397
Asia,Israel,193,252,207,252,400
North America,Saint Barthelemy,198,257,183,257,381
North America,Saint Kitts and Nevis,203,233,173,233,376
Europe,Faeroe Islands,220,236,187,236,407
Oceania,French Polynesia,184,243,171,243,355
Asia,Oman,193,261,188,261,381
Asia,North Korea,198,258,212,258,410
Asia,South Korea,179,243,213,243,392
Europe,Cyprus,189,239,183,239,372
Europe,Gibraltar,188,254,188,254,376
Asia,Palestine,200,257,192,257,392
South America,Uruguay,199,274,188,274,387
Africa,Cote d'Ivoire,211,253,212,253,423
North America,Mexico,233,269,192,269,425
North America,Aruba,192,266,214,266,406
Europe,Estonia,198,252,204,252,402
Asia,Georgia,170,264,163,264,333
Europe,Montenegro,208,263,190,263,398
Africa,Zimbabwe,218,256,198,256,416
Asia,Indonesia,221,258,208,258,429
North America,Saint Vincent and the Grenadines,197,268,180,268,377
Oceania,Guam,227,226,197,226,424
North America,Guatemala,199,235,185,235,384
Asia,Mongolia,189,237,182,237,371
Asia,Azerbaijan,199,240,192,240,391
Africa,Libya,188,261,183,261,371
North America,Grenada,218,294,188,294,406
Asia,Armenia,224,257,196,257,420
Africa,Liberia,196,253,179,253,375
Africa,Tunisia,207,238,194,238,401
North America,Honduras,190,251,176,251,366
Asia,Syria,190,251,184,251,374
North America,Trinidad and Tobago,208,242,206,242,414
Asia,Saudi Arabia,217,240,179,240,396
Africa,Uganda,184,257,195,257,379
Oceania,Wallis and Futuna,195,237,209,237,404
South America,French Guiana,192,257,199,257,391
Africa,Mayotte,197,243,204,243,401
Africa,Namibia,178,235,201,235,379
Europe,Switzerland,194,264,172,264,366
Africa,Zambia,225,248,167,248,392
Africa,Ethiopia,206,270,196,270,402
Africa,Eswatini,197,250,204,250,401
North America,Jamaica,186,259,187,259,373
Europe,Latvia,210,239,174,239,384
Asia,Brunei,189,257,209,257,398
Africa,South Sudan,200,256,186,256,386
Asia,United Arab Emirates,226,244,188,244,414
North America,Saint Lucia,193,265,200,265,393
Africa,Guinea,189,257,173,257,362
North America,Canada,199,237,200,237,399
Asia,Timor,223,255,198,255,421
Africa,Seychelles,199,262,176,262,375
Asia,Kyrgyzstan,202,239,186,239,388
Europe,North Macedonia,200,239,185,239,385
Oceania,Samoa,207,249,193,249,400
Asia,Uzbekistan,202,259,188,259,390
Africa,Mozambique,194,258,175,258,369
Oceania,Cook Islands,182,247,205,247,387
North America,Belize,187,229,186,229,373
South America,Brazil,201,230,179,230,380
Africa,Gambia,215,247,191,247,406
Africa,Kenya,224,236,192,236,416
Asia,Lebanon,207,253,190,253,397
North America,Antigua and Barbuda,195,241,185,241,380
Europe,Slovenia,188,267,198,267,386
North America,Dominican Republic,206,241,205,241,411
Africa,Botswana,197,259,193,259,390
Asia,Japan,174,243,187,243,361
Africa,Tanzania,229,270,179,270,408
South America,Falkland Islands,208,259,183,259,391
Europe,Luxembourg,204,235,194,235,398
Oceania,New Zealand,213,263,181,263,394
Europe,Bosnia and Herzegovina,236,252,198,252,434
North America,Greenland,206,255,184,255,390
North America,Haiti,223,264,197,264,420
Europe,Poland,206,235,201,235,407
Oceania,Micronesia (country),216,255,162,255,378
Europe,Portugal,216,240,175,240,391
Oceania,Australia,195,234,193,234,388
Africa,Cameroon,198,245,186,245,384
Oceania,Papua New Guinea,182,242,207,242,389
Africa,Guinea-Bissau,205,251,192,251,397
Europe,Romania,209,279,202,279,411
Europe,Bulgaria,207,260,204,260,411
Oceania,Solomon Islands,212,255,169,255,381
Europe,Austria,217,235,192,235,409
Asia,Nepal,215,254,189,254,404
North America,Costa Rica,203,248,173,248,376
Africa,Egypt,208,255,194,255,402
North America,El Salvador,212,243,175,243,387
Asia,Kazakhstan,219,241,189,241,408
Europe,Serbia,189,249,202,249,391
Africa,Burkina Faso,185,233,180,233,365
Africa,South Africa,180,249,178,249,358
North America,Bermuda,182,248,167,248,349
Asia,Bahrain,196,216,172,216,368
North America,Saint Martin (French part),199,250,175,250,374
South America,Colombia,200,257,167,257,367
Europe,Hungary,200,260,201,260,401
Africa,Democratic Republic of Congo,183,261,180,261,363
Asia,Pakistan,212,272,149,272,361
Oceania,Vanuatu,201,243,171,243,372
Oceania,Niue,183,252,209,252,392
Africa,Mauritius,198,232,190,232,388
Europe,Moldova,217,241,193,241,410
Europe,United Kingdom,184,260,179,260,363
Asia,Vietnam,184,261,194,261,378
Africa,Mali,215,270,191,270,406
Europe,Netherlands,212,258,186,258,398
