North America,Belize,207,207,276,207,483
South America,Brazil,203,195,244,195,447
Africa,Gambia,193,192,234,192,427
Africa,Kenya,183,210,246,210,429
Asia,Lebanon,177,188,241,188,418
North America,Antigua and Barbuda,200,190,243,190,443
Europe,Slovenia,197,191,226,191,423
North America,Dominican Republic,217,216,256,216,473
Africa,Botswana,182,218,233,218,415
Asia,Japan,184,199,227,199,411
Africa,Tanzania,183,189,240,189,423
South America,Falkland Islands,187,180,244,180,431
Europe,Luxembourg,227,208,248,208,475
Oceania,New Zealand,190,203,259,203,449
Europe,Bosnia and Herzegovina,203,208,257,208,460
North America,Greenland,176,219,266,219,442
North America,Haiti,207,209,243,209,450
Europe,Poland,175,185,262,185,437
Oceania,Micronesia (country),210,198,265,198,475
Europe,Portugal,192,207,237,207,429
Oceania,Australia,192,215,245,215,437
Africa,Cameroon,201,204,228,204,429
Oceania,Papua New Guinea,180,199,253,199,433
Africa,Guinea-Bissau,197,163,247,163,444
Europe,Romania,181,181,251,181,432
Europe,Bulgaria,191,200,238,200,429
Oceania,Solomon Islands,196,187,235,187,431
Europe,Austria,189,190,273,190,462
Asia,Nepal,185,203,257,203,442
North America,Costa Rica,196,222,247,222,443
Africa,Egypt,202,190,219,190,421
North America,El Salvador,207,220,255,220,462
Asia,Kazakhstan,193,194,265,194,458
Europe,Serbia,190,200,244,200,434
Africa,Burkina Faso,202,193,250,193,452
Africa,South Africa,202,190,248,190,450
North America,Bermuda,183,197,236,197,419
Asia,Bahrain,203,190,243,190,446
North America,Saint Martin (French part),203,203,253,203,456
South America,Colombia,198,178,245,178,443
Europe,Hungary,195,187,261,187,456
Africa,Democratic Republic of Congo,201,183,245,183,446
Asia,Pakistan,210,200,253,200,463
Oceania,Vanuatu,196,170,295,170,491
Oceania,Niue,193,176,235,176,428
Africa,Mauritius,210,195,245,195,455
Europe,Moldova,199,208,253,208,452
Europe,United Kingdom,185,197,251,197,436
Asia,Vietnam,211,203,245,203,456
Africa,Mali,210,191,251,191,461
Europe,Netherlands,208,186,246,186,454
